course_id,title,description,tags,category,subcategory,level,instructor,learning_outcomes,video_id,youtube_url
168,Complete Finance Course,Comprehensive advanced course on Finance. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"finance,business,advanced",Business,Finance,Advanced,Dr. Sarah Johnson,"Master Finance, Build real-world projects, Understand core concepts, Apply best practices",zq97CuuV3Ek,https://www.youtube.com/watch?v=zq97CuuV3Ek
169,Accounting from Scratch,Comprehensive intermediate course on Accounting. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"accounting,business,intermediate",Business,Accounting,Intermediate,Dr. Lisa Anderson,"Master Accounting, Build real-world projects, Understand core concepts, Apply best practices",-csJa169Njw,https://www.youtube.com/watch?v=-csJa169Njw
170,Learn Management,Comprehensive beginner course on Management. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"management,business,beginner",Business,Management,Beginner,Jennifer Lee,"Master Management, Build real-world projects, Understand core concepts, Apply best practices",XuyCeYYod_s,https://www.youtube.com/watch?v=XuyCeYYod_s
171,Leadership Bootcamp,Comprehensive beginner course on Leadership. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"leadership,business,beginner",Business,Leadership,Beginner,Anna Kowalski,"Master Leadership, Build real-world projects, Understand core concepts, Apply best practices",aSj4IQyo3rE,https://www.youtube.com/watch?v=aSj4IQyo3rE
172,Learn Leadership,Comprehensive intermediate course on Leadership. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"leadership,business,intermediate",Business,Leadership,Intermediate,Jennifer Lee,"Master Leadership, Build real-world projects, Understand core concepts, Apply best practices",3lOXf7Suy84,https://www.youtube.com/watch?v=3lOXf7Suy84
173,Leadership for Beginners,Comprehensive beginner course on Leadership. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"leadership,business,beginner",Business,Leadership,Beginner,Dr. John Smith,"Master Leadership, Build real-world projects, Understand core concepts, Apply best practices",3lOXf7Suy84,https://www.youtube.com/watch?v=3lOXf7Suy84
174,Accounting Bootcamp,Comprehensive advanced course on Accounting. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"accounting,business,advanced",Business,Accounting,Advanced,Prof. Michael Chen,"Master Accounting, Build real-world projects, Understand core concepts, Apply best practices",6sFBmLwZlz8,https://www.youtube.com/watch?v=6sFBmLwZlz8
175,Management for Advanceds,Comprehensive advanced course on Management. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"management,business,advanced",Business,Management,Advanced,Emily Rodriguez,"Master Management, Build real-world projects, Understand core concepts, Apply best practices",65MQnEMf-uI,https://www.youtube.com/watch?v=65MQnEMf-uI
176,Economics Fundamentals,Comprehensive beginner course on Economics. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"economics,business,beginner",Business,Economics,Beginner,Prof. Robert Taylor,"Master Economics, Build real-world projects, Understand core concepts, Apply best practices",qnEZQRpWWi8,https://www.youtube.com/watch?v=qnEZQRpWWi8
177,Master Economics,Comprehensive beginner course on Economics. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"economics,business,beginner",Business,Economics,Beginner,Dr. Fatima Al-Sayed,"Master Economics, Build real-world projects, Understand core concepts, Apply best practices",qnEZQRpWWi8,https://www.youtube.com/watch?v=qnEZQRpWWi8
178,Complete Management Course,Comprehensive beginner course on Management. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"management,business,beginner",Business,Management,Beginner,Dr. John Smith,"Master Management, Build real-world projects, Understand core concepts, Apply best practices",ZWmXi3TW1yA,https://www.youtube.com/watch?v=ZWmXi3TW1yA
179,Advanced Finance,Comprehensive beginner course on Finance. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"finance,business,beginner",Business,Finance,Beginner,Anna Kowalski,"Master Finance, Build real-world projects, Understand core concepts, Apply best practices",zq97CuuV3Ek,https://www.youtube.com/watch?v=zq97CuuV3Ek
180,Economics Masterclass,Comprehensive intermediate course on Economics. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"economics,business,intermediate",Business,Economics,Intermediate,James Wilson,"Master Economics, Build real-world projects, Understand core concepts, Apply best practices",iuYlGRnC7J8,https://www.youtube.com/watch?v=iuYlGRnC7J8
181,Master Finance,Comprehensive advanced course on Finance. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"finance,business,advanced",Business,Finance,Advanced,David Kim,"Master Finance, Build real-world projects, Understand core concepts, Apply best practices",Fi1wkUczuyk,https://www.youtube.com/watch?v=Fi1wkUczuyk
182,Leadership for Beginners,Comprehensive beginner course on Leadership. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"leadership,business,beginner",Business,Leadership,Beginner,Marco Rossi,"Master Leadership, Build real-world projects, Understand core concepts, Apply best practices",3lOXf7Suy84,https://www.youtube.com/watch?v=3lOXf7Suy84
183,Learn Leadership,Comprehensive advanced course on Leadership. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"leadership,business,advanced",Business,Leadership,Advanced,Dr. Priya Sharma,"Master Leadership, Build real-world projects, Understand core concepts, Apply best practices",3lOXf7Suy84,https://www.youtube.com/watch?v=3lOXf7Suy84
184,Accounting Masterclass,Comprehensive beginner course on Accounting. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"accounting,business,beginner",Business,Accounting,Beginner,Emily Rodriguez,"Master Accounting, Build real-world projects, Understand core concepts, Apply best practices",55sNWGhQq4E,https://www.youtube.com/watch?v=55sNWGhQq4E
185,Complete Accounting Course,Comprehensive advanced course on Accounting. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"accounting,business,advanced",Business,Accounting,Advanced,Prof. Robert Taylor,"Master Accounting, Build real-world projects, Understand core concepts, Apply best practices",a5D3Iopi0-4,https://www.youtube.com/watch?v=a5D3Iopi0-4
186,Complete Accounting Course,Comprehensive intermediate course on Accounting. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"accounting,business,intermediate",Business,Accounting,Intermediate,Dr. Fatima Al-Sayed,"Master Accounting, Build real-world projects, Understand core concepts, Apply best practices",a5D3Iopi0-4,https://www.youtube.com/watch?v=a5D3Iopi0-4
187,Economics Bootcamp,Comprehensive advanced course on Economics. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"economics,business,advanced",Business,Economics,Advanced,Prof. Michael Chen,"Master Economics, Build real-world projects, Understand core concepts, Apply best practices",SfE3aO3LWi0,https://www.youtube.com/watch?v=SfE3aO3LWi0
188,Complete Finance Course,Comprehensive intermediate course on Finance. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"finance,business,intermediate",Business,Finance,Intermediate,Carlos Mendez,"Master Finance, Build real-world projects, Understand core concepts, Apply best practices",zq97CuuV3Ek,https://www.youtube.com/watch?v=zq97CuuV3Ek
189,Finance for Advanceds,Comprehensive advanced course on Finance. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"finance,business,advanced",Business,Finance,Advanced,Sophie Martin,"Master Finance, Build real-world projects, Understand core concepts, Apply best practices",zq97CuuV3Ek,https://www.youtube.com/watch?v=zq97CuuV3Ek
190,Complete Economics Course,Comprehensive intermediate course on Economics. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"economics,business,intermediate",Business,Economics,Intermediate,Dr. John Smith,"Master Economics, Build real-world projects, Understand core concepts, Apply best practices",qnEZQRpWWi8,https://www.youtube.com/watch?v=qnEZQRpWWi8
191,Master Strategy,Comprehensive intermediate course on Strategy. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"strategy,business,intermediate",Business,Strategy,Intermediate,Anna Kowalski,"Master Strategy, Build real-world projects, Understand core concepts, Apply best practices",iuYlGRnC7J8,https://www.youtube.com/watch?v=iuYlGRnC7J8
192,Advanced Strategy,Comprehensive beginner course on Strategy. Learn essential skills and best practices in business. Perfect for those looking to advance their career.,"strategy,business,beginner",Business,Strategy,Beginner,Rachel Green,"Master Strategy, Build real-world projects, Understand core concepts, Apply best practices",iuYlGRnC7J8,https://www.youtube.com/watch?v=iuYlGRnC7J8
193,Branding from Scratch,Comprehensive advanced course on Branding. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"branding,marketing,advanced",Marketing,Branding,Advanced,Dr. John Smith,"Master Branding, Build real-world projects, Understand core concepts, Apply best practices",8U8_WbgO9hg,https://www.youtube.com/watch?v=8U8_WbgO9hg
194,Advanced Content Marketing,Comprehensive advanced course on Content Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"content-marketing,marketing,advanced",Marketing,Content Marketing,Advanced,Marco Rossi,"Master Content Marketing, Build real-world projects, Understand core concepts, Apply best practices",e8wJBq6vOAI,https://www.youtube.com/watch?v=e8wJBq6vOAI
195,Advanced Social Media,Comprehensive beginner course on Social Media. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"social-media,marketing,beginner",Marketing,Social Media,Beginner,Emily Rodriguez,"Master Social Media, Build real-world projects, Understand core concepts, Apply best practices",y-n1RUbYq6Q,https://www.youtube.com/watch?v=y-n1RUbYq6Q
196,Content Marketing Masterclass,Comprehensive beginner course on Content Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"content-marketing,marketing,beginner",Marketing,Content Marketing,Beginner,Anna Kowalski,"Master Content Marketing, Build real-world projects, Understand core concepts, Apply best practices",e8wJBq6vOAI,https://www.youtube.com/watch?v=e8wJBq6vOAI
197,Email Marketing Bootcamp,Comprehensive advanced course on Email Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"email-marketing,marketing,advanced",Marketing,Email Marketing,Advanced,Dr. Priya Sharma,"Master Email Marketing, Build real-world projects, Understand core concepts, Apply best practices",e8wJBq6vOAI,https://www.youtube.com/watch?v=e8wJBq6vOAI
198,Master Digital Marketing,Comprehensive intermediate course on Digital Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"digital-marketing,marketing,intermediate",Marketing,Digital Marketing,Intermediate,Sophie Martin,"Master Digital Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
199,Advanced Content Marketing,Comprehensive beginner course on Content Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"content-marketing,marketing,beginner",Marketing,Content Marketing,Beginner,Carlos Mendez,"Master Content Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
200,Advanced Social Media,Comprehensive intermediate course on Social Media. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"social-media,marketing,intermediate",Marketing,Social Media,Intermediate,Dr. Fatima Al-Sayed,"Master Social Media, Build real-world projects, Understand core concepts, Apply best practices",,
201,Email Marketing Fundamentals,Comprehensive beginner course on Email Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"email-marketing,marketing,beginner",Marketing,Email Marketing,Beginner,Rachel Green,"Master Email Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
202,Digital Marketing from Scratch,Comprehensive beginner course on Digital Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"digital-marketing,marketing,beginner",Marketing,Digital Marketing,Beginner,Thomas Brown,"Master Digital Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
203,Email Marketing from Scratch,Comprehensive beginner course on Email Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"email-marketing,marketing,beginner",Marketing,Email Marketing,Beginner,Dr. John Smith,"Master Email Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
204,Advanced Content Marketing,Comprehensive beginner course on Content Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"content-marketing,marketing,beginner",Marketing,Content Marketing,Beginner,Emily Rodriguez,"Master Content Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
205,Advanced SEO,Comprehensive intermediate course on SEO. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"seo,marketing,intermediate",Marketing,SEO,Intermediate,Prof. Robert Taylor,"Master SEO, Build real-world projects, Understand core concepts, Apply best practices",,
206,Analytics from Scratch,Comprehensive advanced course on Analytics. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"analytics,marketing,advanced",Marketing,Analytics,Advanced,Carlos Mendez,"Master Analytics, Build real-world projects, Understand core concepts, Apply best practices",,
207,Learn Email Marketing,Comprehensive advanced course on Email Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"email-marketing,marketing,advanced",Marketing,Email Marketing,Advanced,Carlos Mendez,"Master Email Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
208,Analytics Bootcamp,Comprehensive advanced course on Analytics. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"analytics,marketing,advanced",Marketing,Analytics,Advanced,Sophie Martin,"Master Analytics, Build real-world projects, Understand core concepts, Apply best practices",,
209,Advanced Analytics,Comprehensive intermediate course on Analytics. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"analytics,marketing,intermediate",Marketing,Analytics,Intermediate,Jennifer Lee,"Master Analytics, Build real-world projects, Understand core concepts, Apply best practices",,
210,Social Media Fundamentals,Comprehensive beginner course on Social Media. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"social-media,marketing,beginner",Marketing,Social Media,Beginner,David Kim,"Master Social Media, Build real-world projects, Understand core concepts, Apply best practices",,
211,Master Social Media,Comprehensive beginner course on Social Media. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"social-media,marketing,beginner",Marketing,Social Media,Beginner,Dr. Wei Zhang,"Master Social Media, Build real-world projects, Understand core concepts, Apply best practices",,
212,Advanced SEO,Comprehensive beginner course on SEO. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"seo,marketing,beginner",Marketing,SEO,Beginner,Dr. John Smith,"Master SEO, Build real-world projects, Understand core concepts, Apply best practices",,
213,Analytics Masterclass,Comprehensive advanced course on Analytics. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"analytics,marketing,advanced",Marketing,Analytics,Advanced,Rachel Green,"Master Analytics, Build real-world projects, Understand core concepts, Apply best practices",,
214,Advanced Social Media,Comprehensive beginner course on Social Media. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"social-media,marketing,beginner",Marketing,Social Media,Beginner,Maria Garcia,"Master Social Media, Build real-world projects, Understand core concepts, Apply best practices",,
215,Advanced SEO,Comprehensive intermediate course on SEO. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"seo,marketing,intermediate",Marketing,SEO,Intermediate,James Wilson,"Master SEO, Build real-world projects, Understand core concepts, Apply best practices",,
216,Master Digital Marketing,Comprehensive advanced course on Digital Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"digital-marketing,marketing,advanced",Marketing,Digital Marketing,Advanced,Dr. Wei Zhang,"Master Digital Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
217,Professional Social Media,Comprehensive beginner course on Social Media. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"social-media,marketing,beginner",Marketing,Social Media,Beginner,Prof. Michael Chen,"Master Social Media, Build real-world projects, Understand core concepts, Apply best practices",,
218,Social Media from Scratch,Comprehensive advanced course on Social Media. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"social-media,marketing,advanced",Marketing,Social Media,Advanced,Dr. Lisa Anderson,"Master Social Media, Build real-world projects, Understand core concepts, Apply best practices",,
219,Advanced Digital Marketing,Comprehensive beginner course on Digital Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"digital-marketing,marketing,beginner",Marketing,Digital Marketing,Beginner,Marco Rossi,"Master Digital Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
220,Content Marketing Bootcamp,Comprehensive intermediate course on Content Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"content-marketing,marketing,intermediate",Marketing,Content Marketing,Intermediate,Anna Kowalski,"Master Content Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
221,SEO from Scratch,Comprehensive beginner course on SEO. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"seo,marketing,beginner",Marketing,SEO,Beginner,Jennifer Lee,"Master SEO, Build real-world projects, Understand core concepts, Apply best practices",,
222,Digital Marketing from Scratch,Comprehensive beginner course on Digital Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"digital-marketing,marketing,beginner",Marketing,Digital Marketing,Beginner,Dr. Priya Sharma,"Master Digital Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
223,Master Digital Marketing,Comprehensive advanced course on Digital Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"digital-marketing,marketing,advanced",Marketing,Digital Marketing,Advanced,Prof. Michael Chen,"Master Digital Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
224,Complete SEO Course,Comprehensive advanced course on SEO. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"seo,marketing,advanced",Marketing,SEO,Advanced,Dr. Ahmed Hassan,"Master SEO, Build real-world projects, Understand core concepts, Apply best practices",,
225,Learn SEO,Comprehensive beginner course on SEO. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"seo,marketing,beginner",Marketing,SEO,Beginner,Dr. Wei Zhang,"Master SEO, Build real-world projects, Understand core concepts, Apply best practices",,
226,Email Marketing Fundamentals,Comprehensive advanced course on Email Marketing. Learn essential skills and best practices in marketing. Perfect for those looking to advance their career.,"email-marketing,marketing,advanced",Marketing,Email Marketing,Advanced,Dr. Fatima Al-Sayed,"Master Email Marketing, Build real-world projects, Understand core concepts, Apply best practices",,
227,Advanced Adobe XD,Comprehensive intermediate course on Adobe XD. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"adobe-xd,design,intermediate",Design,Adobe XD,Intermediate,Anna Kowalski,"Master Adobe XD, Build real-world projects, Understand core concepts, Apply best practices",,
228,Advanced Web Design,Comprehensive advanced course on Web Design. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"web-design,design,advanced",Design,Web Design,Advanced,Thomas Brown,"Master Web Design, Build real-world projects, Understand core concepts, Apply best practices",,
229,Photoshop Masterclass,Comprehensive advanced course on Photoshop. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"photoshop,design,advanced",Design,Photoshop,Advanced,Prof. Michael Chen,"Master Photoshop, Build real-world projects, Understand core concepts, Apply best practices",,
230,Illustrator Fundamentals,Comprehensive beginner course on Illustrator. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"illustrator,design,beginner",Design,Illustrator,Beginner,Maria Garcia,"Master Illustrator, Build real-world projects, Understand core concepts, Apply best practices",,
231,Master Figma,Comprehensive advanced course on Figma. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"figma,design,advanced",Design,Figma,Advanced,Emily Rodriguez,"Master Figma, Build real-world projects, Understand core concepts, Apply best practices",,
232,Complete Graphic Design Course,Comprehensive beginner course on Graphic Design. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"graphic-design,design,beginner",Design,Graphic Design,Beginner,Dr. Wei Zhang,"Master Graphic Design, Build real-world projects, Understand core concepts, Apply best practices",,
233,Graphic Design from Scratch,Comprehensive beginner course on Graphic Design. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"graphic-design,design,beginner",Design,Graphic Design,Beginner,Thomas Brown,"Master Graphic Design, Build real-world projects, Understand core concepts, Apply best practices",,
234,Advanced Illustrator,Comprehensive advanced course on Illustrator. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"illustrator,design,advanced",Design,Illustrator,Advanced,Dr. John Smith,"Master Illustrator, Build real-world projects, Understand core concepts, Apply best practices",,
235,Advanced UI/UX,Comprehensive beginner course on UI/UX. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"ui/ux,design,beginner",Design,UI/UX,Beginner,Dr. Ahmed Hassan,"Master UI/UX, Build real-world projects, Understand core concepts, Apply best practices",,
236,Illustrator Fundamentals,Comprehensive intermediate course on Illustrator. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"illustrator,design,intermediate",Design,Illustrator,Intermediate,Emily Rodriguez,"Master Illustrator, Build real-world projects, Understand core concepts, Apply best practices",,
237,Figma Fundamentals,Comprehensive advanced course on Figma. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"figma,design,advanced",Design,Figma,Advanced,Marco Rossi,"Master Figma, Build real-world projects, Understand core concepts, Apply best practices",,
238,Adobe XD Fundamentals,Comprehensive beginner course on Adobe XD. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"adobe-xd,design,beginner",Design,Adobe XD,Beginner,Dr. Wei Zhang,"Master Adobe XD, Build real-world projects, Understand core concepts, Apply best practices",,
239,Master Illustrator,Comprehensive beginner course on Illustrator. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"illustrator,design,beginner",Design,Illustrator,Beginner,Jennifer Lee,"Master Illustrator, Build real-world projects, Understand core concepts, Apply best practices",,
240,Advanced UI/UX,Comprehensive beginner course on UI/UX. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"ui/ux,design,beginner",Design,UI/UX,Beginner,James Wilson,"Master UI/UX, Build real-world projects, Understand core concepts, Apply best practices",,
241,Advanced Photoshop,Comprehensive advanced course on Photoshop. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"photoshop,design,advanced",Design,Photoshop,Advanced,Marco Rossi,"Master Photoshop, Build real-world projects, Understand core concepts, Apply best practices",,
242,Advanced Adobe XD,Comprehensive beginner course on Adobe XD. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"adobe-xd,design,beginner",Design,Adobe XD,Beginner,Anna Kowalski,"Master Adobe XD, Build real-world projects, Understand core concepts, Apply best practices",,
243,Professional Illustrator,Comprehensive intermediate course on Illustrator. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"illustrator,design,intermediate",Design,Illustrator,Intermediate,Jennifer Lee,"Master Illustrator, Build real-world projects, Understand core concepts, Apply best practices",,
244,Complete Photoshop Course,Comprehensive intermediate course on Photoshop. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"photoshop,design,intermediate",Design,Photoshop,Intermediate,Anna Kowalski,"Master Photoshop, Build real-world projects, Understand core concepts, Apply best practices",,
245,Photoshop Bootcamp,Comprehensive beginner course on Photoshop. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"photoshop,design,beginner",Design,Photoshop,Beginner,Thomas Brown,"Master Photoshop, Build real-world projects, Understand core concepts, Apply best practices",,
246,Complete Photoshop Course,Comprehensive intermediate course on Photoshop. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"photoshop,design,intermediate",Design,Photoshop,Intermediate,Dr. Sarah Johnson,"Master Photoshop, Build real-world projects, Understand core concepts, Apply best practices",,
247,Graphic Design Masterclass,Comprehensive advanced course on Graphic Design. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"graphic-design,design,advanced",Design,Graphic Design,Advanced,Marco Rossi,"Master Graphic Design, Build real-world projects, Understand core concepts, Apply best practices",,
248,UI/UX Masterclass,Comprehensive advanced course on UI/UX. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"ui/ux,design,advanced",Design,UI/UX,Advanced,Jennifer Lee,"Master UI/UX, Build real-world projects, Understand core concepts, Apply best practices",,
249,Professional UI/UX,Comprehensive beginner course on UI/UX. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"ui/ux,design,beginner",Design,UI/UX,Beginner,Dr. John Smith,"Master UI/UX, Build real-world projects, Understand core concepts, Apply best practices",,
250,Master Illustrator,Comprehensive intermediate course on Illustrator. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"illustrator,design,intermediate",Design,Illustrator,Intermediate,Jennifer Lee,"Master Illustrator, Build real-world projects, Understand core concepts, Apply best practices",,
251,Complete Photoshop Course,Comprehensive intermediate course on Photoshop. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"photoshop,design,intermediate",Design,Photoshop,Intermediate,Dr. John Smith,"Master Photoshop, Build real-world projects, Understand core concepts, Apply best practices",,
252,Adobe XD Bootcamp,Comprehensive intermediate course on Adobe XD. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"adobe-xd,design,intermediate",Design,Adobe XD,Intermediate,Thomas Brown,"Master Adobe XD, Build real-world projects, Understand core concepts, Apply best practices",,
253,Master Figma,Comprehensive advanced course on Figma. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"figma,design,advanced",Design,Figma,Advanced,David Kim,"Master Figma, Build real-world projects, Understand core concepts, Apply best practices",,
254,Advanced Figma,Comprehensive intermediate course on Figma. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"figma,design,intermediate",Design,Figma,Intermediate,Dr. John Smith,"Master Figma, Build real-world projects, Understand core concepts, Apply best practices",,
255,Illustrator for Intermediates,Comprehensive intermediate course on Illustrator. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"illustrator,design,intermediate",Design,Illustrator,Intermediate,Dr. Wei Zhang,"Master Illustrator, Build real-world projects, Understand core concepts, Apply best practices",,
256,Advanced Adobe XD,Comprehensive beginner course on Adobe XD. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"adobe-xd,design,beginner",Design,Adobe XD,Beginner,Sophie Martin,"Master Adobe XD, Build real-world projects, Understand core concepts, Apply best practices",,
257,Professional Figma,Comprehensive beginner course on Figma. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"figma,design,beginner",Design,Figma,Beginner,Dr. Priya Sharma,"Master Figma, Build real-world projects, Understand core concepts, Apply best practices",,
258,Web Design from Scratch,Comprehensive beginner course on Web Design. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"web-design,design,beginner",Design,Web Design,Beginner,Dr. Wei Zhang,"Master Web Design, Build real-world projects, Understand core concepts, Apply best practices",,
259,Professional Adobe XD,Comprehensive beginner course on Adobe XD. Learn essential skills and best practices in design. Perfect for those looking to advance their career.,"adobe-xd,design,beginner",Design,Adobe XD,Beginner,Maria Garcia,"Master Adobe XD, Build real-world projects, Understand core concepts, Apply best practices",,
260,3D Modeling for Intermediates,Comprehensive intermediate course on 3D Modeling. Learn essential skills and best practices in creative arts. Perfect for those looking to advance their career.,"3d-modeling,creative-arts,intermediate",Creative Arts,3D Modeling,Intermediate,Anna Kowalski,"Master 3D Modeling, Build real-world projects, Understand core concepts, Apply best practices",,
261,Master Video Editing,Comprehensive intermediate course on Video Editing. Learn essential skills and best practices in creative arts. Perfect for those looking to advance their career.,"video-editing,creative-arts,intermediate",Creative Arts,Video Editing,Intermediate,Dr. Wei Zhang,"Master Video Editing, Build real-world projects, Understand core concepts, Apply best practices",,
262,Complete Music Production Course,Comprehensive intermediate course on Music Production. Learn essential skills and best practices in creative arts. Perfect for those looking to advance their career.,"music-production,creative-arts,intermediate",Creative Arts,Music Production,Intermediate,Dr. John Smith,"Master Music Production, Build real-world projects, Understand core concepts, Apply best practices",,
263,Photography Fundamentals,Comprehensive advanced course on Photography. Learn essential skills and best practices in creative arts. Perfect for those looking to advance their career.,"photography,creative-arts,advanced",Creative Arts,Photography,Advanced,Dr. Fatima Al-Sayed,"Master Photography, Build real-world projects, Understand core concepts, Apply best practices",,
264,Professional Drawing,Comprehensive beginner course on Drawing. Learn essential skills and best practices in creative arts. Perfect for those looking to advance their career.,"drawing,creative-arts,beginner",Creative Arts,Drawing,Beginner,Dr. Ahmed Hassan,"Master Drawing, Build real-world projects, Understand core concepts, Apply best practices",,
265,Complete Photography Course,Comprehensive advanced course on Photography. Learn essential skills and best practices in creative arts. Perfect for those looking to advance their career.,"photography,creative-arts,advanced",Creative Arts,Photography,Advanced,Thomas Brown,"Master Photography, Build real-world projects, Understand core concepts, Apply best practices",,
266,Complete Video Editing Course,Comprehensive beginner course on Video Editing. Learn essential skills and best practices in creative arts. Perfect for those looking to advance their career.,"video-editing,creative-arts,beginner",Creative Arts,Video Editing,Beginner,Anna Kowalski,"Master Video Editing, Build real-world projects, Understand core concepts, Apply best practices",,
