quiz_id,course_id,difficulty_level,title,description,total_questions,passing_score,time_limit,created_at
594,198,Hard,Master Digital Marketing - Hard Quiz,"Test your hard level knowledge of Master Digital Marketing. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
595,199,Easy,Advanced Content Marketing - Easy Quiz,"Test your easy level knowledge of Advanced Content Marketing. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
596,199,Medium,Advanced Content Marketing - Medium Quiz,"Test your medium level knowledge of Advanced Content Marketing. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
597,199,Hard,Advanced Content Marketing - Hard Quiz,"Test your hard level knowledge of Advanced Content Marketing. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
598,200,Easy,Advanced Social Media - Easy Quiz,"Test your easy level knowledge of Advanced Social Media. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
599,200,Medium,Advanced Social Media - Medium Quiz,"Test your medium level knowledge of Advanced Social Media. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
600,200,Hard,Advanced Social Media - Hard Quiz,"Test your hard level knowledge of Advanced Social Media. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
601,201,Easy,Email Marketing Fundamentals - Easy Quiz,"Test your easy level knowledge of Email Marketing Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
602,201,Medium,Email Marketing Fundamentals - Medium Quiz,"Test your medium level knowledge of Email Marketing Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
603,201,Hard,Email Marketing Fundamentals - Hard Quiz,"Test your hard level knowledge of Email Marketing Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
604,202,Easy,Digital Marketing from Scratch - Easy Quiz,"Test your easy level knowledge of Digital Marketing from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
605,202,Medium,Digital Marketing from Scratch - Medium Quiz,"Test your medium level knowledge of Digital Marketing from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
606,202,Hard,Digital Marketing from Scratch - Hard Quiz,"Test your hard level knowledge of Digital Marketing from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
607,203,Easy,Email Marketing from Scratch - Easy Quiz,"Test your easy level knowledge of Email Marketing from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
608,203,Medium,Email Marketing from Scratch - Medium Quiz,"Test your medium level knowledge of Email Marketing from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
609,203,Hard,Email Marketing from Scratch - Hard Quiz,"Test your hard level knowledge of Email Marketing from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
610,204,Easy,Advanced Content Marketing - Easy Quiz,"Test your easy level knowledge of Advanced Content Marketing. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
611,204,Medium,Advanced Content Marketing - Medium Quiz,"Test your medium level knowledge of Advanced Content Marketing. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
612,204,Hard,Advanced Content Marketing - Hard Quiz,"Test your hard level knowledge of Advanced Content Marketing. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
613,205,Easy,Advanced SEO - Easy Quiz,"Test your easy level knowledge of Advanced SEO. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
614,205,Medium,Advanced SEO - Medium Quiz,"Test your medium level knowledge of Advanced SEO. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
615,205,Hard,Advanced SEO - Hard Quiz,"Test your hard level knowledge of Advanced SEO. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
616,206,Easy,Analytics from Scratch - Easy Quiz,"Test your easy level knowledge of Analytics from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
617,206,Medium,Analytics from Scratch - Medium Quiz,"Test your medium level knowledge of Analytics from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
618,206,Hard,Analytics from Scratch - Hard Quiz,"Test your hard level knowledge of Analytics from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
619,207,Easy,Learn Email Marketing - Easy Quiz,"Test your easy level knowledge of Learn Email Marketing. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
620,207,Medium,Learn Email Marketing - Medium Quiz,"Test your medium level knowledge of Learn Email Marketing. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
621,207,Hard,Learn Email Marketing - Hard Quiz,"Test your hard level knowledge of Learn Email Marketing. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
622,208,Easy,Analytics Bootcamp - Easy Quiz,"Test your easy level knowledge of Analytics Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
623,208,Medium,Analytics Bootcamp - Medium Quiz,"Test your medium level knowledge of Analytics Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
624,208,Hard,Analytics Bootcamp - Hard Quiz,"Test your hard level knowledge of Analytics Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
625,209,Easy,Advanced Analytics - Easy Quiz,"Test your easy level knowledge of Advanced Analytics. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
626,209,Medium,Advanced Analytics - Medium Quiz,"Test your medium level knowledge of Advanced Analytics. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
627,209,Hard,Advanced Analytics - Hard Quiz,"Test your hard level knowledge of Advanced Analytics. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
628,210,Easy,Social Media Fundamentals - Easy Quiz,"Test your easy level knowledge of Social Media Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
629,210,Medium,Social Media Fundamentals - Medium Quiz,"Test your medium level knowledge of Social Media Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
630,210,Hard,Social Media Fundamentals - Hard Quiz,"Test your hard level knowledge of Social Media Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
631,211,Easy,Master Social Media - Easy Quiz,"Test your easy level knowledge of Master Social Media. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
632,211,Medium,Master Social Media - Medium Quiz,"Test your medium level knowledge of Master Social Media. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
633,211,Hard,Master Social Media - Hard Quiz,"Test your hard level knowledge of Master Social Media. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
634,212,Easy,Advanced SEO - Easy Quiz,"Test your easy level knowledge of Advanced SEO. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
635,212,Medium,Advanced SEO - Medium Quiz,"Test your medium level knowledge of Advanced SEO. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
636,212,Hard,Advanced SEO - Hard Quiz,"Test your hard level knowledge of Advanced SEO. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
637,213,Easy,Analytics Masterclass - Easy Quiz,"Test your easy level knowledge of Analytics Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
638,213,Medium,Analytics Masterclass - Medium Quiz,"Test your medium level knowledge of Analytics Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
639,213,Hard,Analytics Masterclass - Hard Quiz,"Test your hard level knowledge of Analytics Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
640,214,Easy,Advanced Social Media - Easy Quiz,"Test your easy level knowledge of Advanced Social Media. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
641,214,Medium,Advanced Social Media - Medium Quiz,"Test your medium level knowledge of Advanced Social Media. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
642,214,Hard,Advanced Social Media - Hard Quiz,"Test your hard level knowledge of Advanced Social Media. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
643,215,Easy,Advanced SEO - Easy Quiz,"Test your easy level knowledge of Advanced SEO. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
644,215,Medium,Advanced SEO - Medium Quiz,"Test your medium level knowledge of Advanced SEO. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
645,215,Hard,Advanced SEO - Hard Quiz,"Test your hard level knowledge of Advanced SEO. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
646,216,Easy,Master Digital Marketing - Easy Quiz,"Test your easy level knowledge of Master Digital Marketing. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
647,216,Medium,Master Digital Marketing - Medium Quiz,"Test your medium level knowledge of Master Digital Marketing. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
648,216,Hard,Master Digital Marketing - Hard Quiz,"Test your hard level knowledge of Master Digital Marketing. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
649,217,Easy,Professional Social Media - Easy Quiz,"Test your easy level knowledge of Professional Social Media. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
650,217,Medium,Professional Social Media - Medium Quiz,"Test your medium level knowledge of Professional Social Media. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
651,217,Hard,Professional Social Media - Hard Quiz,"Test your hard level knowledge of Professional Social Media. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
652,218,Easy,Social Media from Scratch - Easy Quiz,"Test your easy level knowledge of Social Media from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
653,218,Medium,Social Media from Scratch - Medium Quiz,"Test your medium level knowledge of Social Media from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
654,218,Hard,Social Media from Scratch - Hard Quiz,"Test your hard level knowledge of Social Media from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
655,219,Easy,Advanced Digital Marketing - Easy Quiz,"Test your easy level knowledge of Advanced Digital Marketing. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
656,219,Medium,Advanced Digital Marketing - Medium Quiz,"Test your medium level knowledge of Advanced Digital Marketing. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
657,219,Hard,Advanced Digital Marketing - Hard Quiz,"Test your hard level knowledge of Advanced Digital Marketing. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
658,220,Easy,Content Marketing Bootcamp - Easy Quiz,"Test your easy level knowledge of Content Marketing Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
659,220,Medium,Content Marketing Bootcamp - Medium Quiz,"Test your medium level knowledge of Content Marketing Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
660,220,Hard,Content Marketing Bootcamp - Hard Quiz,"Test your hard level knowledge of Content Marketing Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
661,221,Easy,SEO from Scratch - Easy Quiz,"Test your easy level knowledge of SEO from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
662,221,Medium,SEO from Scratch - Medium Quiz,"Test your medium level knowledge of SEO from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
663,221,Hard,SEO from Scratch - Hard Quiz,"Test your hard level knowledge of SEO from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
664,222,Easy,Digital Marketing from Scratch - Easy Quiz,"Test your easy level knowledge of Digital Marketing from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
665,222,Medium,Digital Marketing from Scratch - Medium Quiz,"Test your medium level knowledge of Digital Marketing from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
666,222,Hard,Digital Marketing from Scratch - Hard Quiz,"Test your hard level knowledge of Digital Marketing from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
667,223,Easy,Master Digital Marketing - Easy Quiz,"Test your easy level knowledge of Master Digital Marketing. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
668,223,Medium,Master Digital Marketing - Medium Quiz,"Test your medium level knowledge of Master Digital Marketing. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
669,223,Hard,Master Digital Marketing - Hard Quiz,"Test your hard level knowledge of Master Digital Marketing. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
670,224,Easy,Complete SEO Course - Easy Quiz,"Test your easy level knowledge of Complete SEO Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
671,224,Medium,Complete SEO Course - Medium Quiz,"Test your medium level knowledge of Complete SEO Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
672,224,Hard,Complete SEO Course - Hard Quiz,"Test your hard level knowledge of Complete SEO Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
673,225,Easy,Learn SEO - Easy Quiz,"Test your easy level knowledge of Learn SEO. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
674,225,Medium,Learn SEO - Medium Quiz,"Test your medium level knowledge of Learn SEO. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
675,225,Hard,Learn SEO - Hard Quiz,"Test your hard level knowledge of Learn SEO. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
676,226,Easy,Email Marketing Fundamentals - Easy Quiz,"Test your easy level knowledge of Email Marketing Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
677,226,Medium,Email Marketing Fundamentals - Medium Quiz,"Test your medium level knowledge of Email Marketing Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
678,226,Hard,Email Marketing Fundamentals - Hard Quiz,"Test your hard level knowledge of Email Marketing Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
679,227,Easy,Advanced Adobe XD - Easy Quiz,"Test your easy level knowledge of Advanced Adobe XD. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
680,227,Medium,Advanced Adobe XD - Medium Quiz,"Test your medium level knowledge of Advanced Adobe XD. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
681,227,Hard,Advanced Adobe XD - Hard Quiz,"Test your hard level knowledge of Advanced Adobe XD. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
682,228,Easy,Advanced Web Design - Easy Quiz,"Test your easy level knowledge of Advanced Web Design. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
683,228,Medium,Advanced Web Design - Medium Quiz,"Test your medium level knowledge of Advanced Web Design. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
684,228,Hard,Advanced Web Design - Hard Quiz,"Test your hard level knowledge of Advanced Web Design. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
685,229,Easy,Photoshop Masterclass - Easy Quiz,"Test your easy level knowledge of Photoshop Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
686,229,Medium,Photoshop Masterclass - Medium Quiz,"Test your medium level knowledge of Photoshop Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
687,229,Hard,Photoshop Masterclass - Hard Quiz,"Test your hard level knowledge of Photoshop Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
688,230,Easy,Illustrator Fundamentals - Easy Quiz,"Test your easy level knowledge of Illustrator Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
689,230,Medium,Illustrator Fundamentals - Medium Quiz,"Test your medium level knowledge of Illustrator Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
690,230,Hard,Illustrator Fundamentals - Hard Quiz,"Test your hard level knowledge of Illustrator Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
691,231,Easy,Master Figma - Easy Quiz,"Test your easy level knowledge of Master Figma. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
692,231,Medium,Master Figma - Medium Quiz,"Test your medium level knowledge of Master Figma. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
693,231,Hard,Master Figma - Hard Quiz,"Test your hard level knowledge of Master Figma. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
694,232,Easy,Complete Graphic Design Course - Easy Quiz,"Test your easy level knowledge of Complete Graphic Design Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
695,232,Medium,Complete Graphic Design Course - Medium Quiz,"Test your medium level knowledge of Complete Graphic Design Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
696,232,Hard,Complete Graphic Design Course - Hard Quiz,"Test your hard level knowledge of Complete Graphic Design Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
697,233,Easy,Graphic Design from Scratch - Easy Quiz,"Test your easy level knowledge of Graphic Design from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
698,233,Medium,Graphic Design from Scratch - Medium Quiz,"Test your medium level knowledge of Graphic Design from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
699,233,Hard,Graphic Design from Scratch - Hard Quiz,"Test your hard level knowledge of Graphic Design from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
700,234,Easy,Advanced Illustrator - Easy Quiz,"Test your easy level knowledge of Advanced Illustrator. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
701,234,Medium,Advanced Illustrator - Medium Quiz,"Test your medium level knowledge of Advanced Illustrator. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
702,234,Hard,Advanced Illustrator - Hard Quiz,"Test your hard level knowledge of Advanced Illustrator. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
703,235,Easy,Advanced UI/UX - Easy Quiz,"Test your easy level knowledge of Advanced UI/UX. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
704,235,Medium,Advanced UI/UX - Medium Quiz,"Test your medium level knowledge of Advanced UI/UX. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
705,235,Hard,Advanced UI/UX - Hard Quiz,"Test your hard level knowledge of Advanced UI/UX. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
706,236,Easy,Illustrator Fundamentals - Easy Quiz,"Test your easy level knowledge of Illustrator Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
707,236,Medium,Illustrator Fundamentals - Medium Quiz,"Test your medium level knowledge of Illustrator Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
708,236,Hard,Illustrator Fundamentals - Hard Quiz,"Test your hard level knowledge of Illustrator Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
709,237,Easy,Figma Fundamentals - Easy Quiz,"Test your easy level knowledge of Figma Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
710,237,Medium,Figma Fundamentals - Medium Quiz,"Test your medium level knowledge of Figma Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
711,237,Hard,Figma Fundamentals - Hard Quiz,"Test your hard level knowledge of Figma Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
712,238,Easy,Adobe XD Fundamentals - Easy Quiz,"Test your easy level knowledge of Adobe XD Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
713,238,Medium,Adobe XD Fundamentals - Medium Quiz,"Test your medium level knowledge of Adobe XD Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
714,238,Hard,Adobe XD Fundamentals - Hard Quiz,"Test your hard level knowledge of Adobe XD Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
715,239,Easy,Master Illustrator - Easy Quiz,"Test your easy level knowledge of Master Illustrator. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
716,239,Medium,Master Illustrator - Medium Quiz,"Test your medium level knowledge of Master Illustrator. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
717,239,Hard,Master Illustrator - Hard Quiz,"Test your hard level knowledge of Master Illustrator. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
718,240,Easy,Advanced UI/UX - Easy Quiz,"Test your easy level knowledge of Advanced UI/UX. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
719,240,Medium,Advanced UI/UX - Medium Quiz,"Test your medium level knowledge of Advanced UI/UX. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
720,240,Hard,Advanced UI/UX - Hard Quiz,"Test your hard level knowledge of Advanced UI/UX. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
721,241,Easy,Advanced Photoshop - Easy Quiz,"Test your easy level knowledge of Advanced Photoshop. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
722,241,Medium,Advanced Photoshop - Medium Quiz,"Test your medium level knowledge of Advanced Photoshop. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
723,241,Hard,Advanced Photoshop - Hard Quiz,"Test your hard level knowledge of Advanced Photoshop. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
724,242,Easy,Advanced Adobe XD - Easy Quiz,"Test your easy level knowledge of Advanced Adobe XD. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
725,242,Medium,Advanced Adobe XD - Medium Quiz,"Test your medium level knowledge of Advanced Adobe XD. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
726,242,Hard,Advanced Adobe XD - Hard Quiz,"Test your hard level knowledge of Advanced Adobe XD. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
727,243,Easy,Professional Illustrator - Easy Quiz,"Test your easy level knowledge of Professional Illustrator. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
728,243,Medium,Professional Illustrator - Medium Quiz,"Test your medium level knowledge of Professional Illustrator. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
729,243,Hard,Professional Illustrator - Hard Quiz,"Test your hard level knowledge of Professional Illustrator. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
730,244,Easy,Complete Photoshop Course - Easy Quiz,"Test your easy level knowledge of Complete Photoshop Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
731,244,Medium,Complete Photoshop Course - Medium Quiz,"Test your medium level knowledge of Complete Photoshop Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
732,244,Hard,Complete Photoshop Course - Hard Quiz,"Test your hard level knowledge of Complete Photoshop Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
733,245,Easy,Photoshop Bootcamp - Easy Quiz,"Test your easy level knowledge of Photoshop Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
734,245,Medium,Photoshop Bootcamp - Medium Quiz,"Test your medium level knowledge of Photoshop Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
735,245,Hard,Photoshop Bootcamp - Hard Quiz,"Test your hard level knowledge of Photoshop Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
736,246,Easy,Complete Photoshop Course - Easy Quiz,"Test your easy level knowledge of Complete Photoshop Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
737,246,Medium,Complete Photoshop Course - Medium Quiz,"Test your medium level knowledge of Complete Photoshop Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
738,246,Hard,Complete Photoshop Course - Hard Quiz,"Test your hard level knowledge of Complete Photoshop Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
739,247,Easy,Graphic Design Masterclass - Easy Quiz,"Test your easy level knowledge of Graphic Design Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
740,247,Medium,Graphic Design Masterclass - Medium Quiz,"Test your medium level knowledge of Graphic Design Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
741,247,Hard,Graphic Design Masterclass - Hard Quiz,"Test your hard level knowledge of Graphic Design Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
742,248,Easy,UI/UX Masterclass - Easy Quiz,"Test your easy level knowledge of UI/UX Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
743,248,Medium,UI/UX Masterclass - Medium Quiz,"Test your medium level knowledge of UI/UX Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
744,248,Hard,UI/UX Masterclass - Hard Quiz,"Test your hard level knowledge of UI/UX Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
745,249,Easy,Professional UI/UX - Easy Quiz,"Test your easy level knowledge of Professional UI/UX. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
746,249,Medium,Professional UI/UX - Medium Quiz,"Test your medium level knowledge of Professional UI/UX. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
747,249,Hard,Professional UI/UX - Hard Quiz,"Test your hard level knowledge of Professional UI/UX. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
748,250,Easy,Master Illustrator - Easy Quiz,"Test your easy level knowledge of Master Illustrator. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
749,250,Medium,Master Illustrator - Medium Quiz,"Test your medium level knowledge of Master Illustrator. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
750,250,Hard,Master Illustrator - Hard Quiz,"Test your hard level knowledge of Master Illustrator. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
751,251,Easy,Complete Photoshop Course - Easy Quiz,"Test your easy level knowledge of Complete Photoshop Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
752,251,Medium,Complete Photoshop Course - Medium Quiz,"Test your medium level knowledge of Complete Photoshop Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
753,251,Hard,Complete Photoshop Course - Hard Quiz,"Test your hard level knowledge of Complete Photoshop Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
754,252,Easy,Adobe XD Bootcamp - Easy Quiz,"Test your easy level knowledge of Adobe XD Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:50
755,252,Medium,Adobe XD Bootcamp - Medium Quiz,"Test your medium level knowledge of Adobe XD Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:50
756,252,Hard,Adobe XD Bootcamp - Hard Quiz,"Test your hard level knowledge of Adobe XD Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:50
